isCat,isDog,isFox,t,weight
8.862159405,11.66625562,12.18668573,7.817739629,12.32626214
11.42101294,8.587404407,14.5192943,8.614158169,12.2860674
7.590141388,11.76070046,11.17491507,6.569555194,14.84562613
6.601175454,11.69533331,14.89547039,6.128480719,8.623934279
6.97708375,10.33739843,14.52848955,9.815183109,15.41057136
8.795412978,11.8574896,11.23216468,5.980434381,14.59082587
6.76595957,6.908865252,8.3639522,5.485307306,8.621627943
9.299628399,8.85127599,12.7620777,7.845490911,12.32340626
5.426639896,13.65719234,12.26232782,5.412722258,15.58095656
10.62651729,10.85906967,9.591752719,5.764117519,13.68914202
7.838460029,12.24775176,7.742109525,5.367741144,15.53488981
9.412817298,9.070453338,9.88802234,6.150923733,12.9290459
8.991951377,11.61175353,10.81109699,5.712238528,11.56015993
6.934369317,8.247749538,11.65538924,7.380059948,11.29119384
8.251627526,9.471798837,12.06142143,5.344344568,15.28444103
8.27771673,14.34647052,13.62013582,7.44665103,11.35978012
6.675020514,10.01966543,12.81921173,7.869796877,13.96230201
10.64521846,10.34102858,14.83284022,7.71678981,20.55593573
5.236717648,11.27150239,14.4999066,7.535057014,7.209665951
6.903935183,7.089926593,12.27125092,7.588297582,9.779950234
8.366213381,9.027359094,12.86346111,6.863336634,17.2777743
14.25627483,13.54613123,12.52018864,5.827691652,18.41033352
6.904919806,11.76782921,13.50744162,9.973012295,17.63586449
9.595113921,12.4618694,11.04209368,9.49343436,16.28346326
7.233657096,12.53653573,11.48773213,6.34786042,9.529569374
9.650013378,11.90945622,9.761068473,6.936283465,16.03982444
5.647595255,9.093809816,10.92680658,7.31132727,14.92127953
6.440708059,11.12683485,14.31939892,6.820773094,8.637238471
8.537251516,13.36657698,12.13078025,7.658614771,18.48505018
9.45625439,9.870347825,14.09917101,5.580876624,18.0334577
5.148511247,6.638443532,10.4739017,8.302233611,7.285718403
9.685607659,10.1343631,10.64412263,7.322596604,13.84485574
8.51600832,7.393131488,12.7056516,5.797312153,16.38858302
9.10931096,9.559581982,9.535359069,8.77048677,13.10396552
10.82657561,11.8117317,11.1656712,6.221478626,15.48605352
9.25184102,10.50863119,11.70205356,5.885687551,15.14578511
8.685332515,8.739163575,16.0831099,7.961309006,12.14266331
9.307969655,12.91524584,13.04193338,8.650250751,18.50125159
5.978305797,10.10765032,15.2004618,6.565234632,20.19019171
9.760620291,12.80243611,9.000645316,9.121698759,14.21229219
10.74891798,10.23965238,14.64494623,9.076007154,14.88641029
8.500657039,9.588447045,9.455805189,9.748384221,14.06474629
10.3243589,8.399498965,12.96586498,6.170374294,13.50961684
9.163457462,10.44449219,9.917333328,6.180408611,13.67205366
8.850531562,7.544179852,14.81727158,7.65232218,20.48659838
9.694259552,12.74543026,12.18927187,9.798679205,14.44380653
7.694667146,8.956204992,12.4492704,8.052510772,12.56220185
8.692273921,11.27832084,7.608708298,8.313036921,10.77128195
9.141683577,9.888783566,13.19566919,8.776126942,13.15311235
7.167431967,9.383615352,8.736989352,6.529711337,12.44723033
6.996907944,11.15141597,11.52908716,8.437662064,16.39301423
10.64547545,5.905945505,13.13390136,7.413132615,14.59129151
6.8143265,9.322115629,12.88160267,9.235893058,13.62701878
7.936676079,7.259547005,10.48485332,9.666477518,15.55243327
6.207335913,10.09806817,8.897088751,9.387009857,9.120752083
6.05916495,9.352533047,9.821911603,9.920379445,13.99156688
8.075789951,8.992918823,9.737229727,9.31832686,14.27396419
8.675776305,10.59482685,10.74999507,9.790949015,12.92298048
7.046862934,8.908461781,13.55595687,7.642779834,12.31273238
7.741544421,7.742299281,11.48850303,8.109194879,16.14662853
8.862640253,8.29702889,15.88706894,8.468748995,12.61541404
11.48291464,7.088157486,16.18644423,8.430728445,10.07607403
7.664682648,10.02479276,8.190441956,7.323862569,11.18972552
8.519311304,13.61021494,5.674269674,5.06229164,10.67567322
5.068574451,9.387686923,12.38844658,6.548929142,12.46165175
7.893507062,10.70592422,15.17662591,9.251768484,22.19715738
8.449190022,9.066964476,12.41251924,5.667460606,10.8434626
6.898497603,13.18965192,13.78287337,8.44807616,18.76101112
7.39308079,8.406758963,10.19099616,8.167019699,14.35249948
8.624134199,8.22806436,15.60225491,6.485280279,11.42063057
5.92896734,7.024163223,12.39881471,7.482836406,9.652196437
7.864595608,7.626297401,13.19594634,7.102144932,17.88192252
7.474885663,12.57847079,10.45695961,8.711023859,10.73058103
9.020643566,11.69838995,12.67120573,9.864209753,17.46815856
7.986174569,10.23392126,12.74054095,6.375450325,16.80187525
7.620899646,10.1613672,10.32048794,8.677440584,10.92739484
13.00946421,9.776108297,10.54197865,7.736093801,13.55755284
8.374441679,10.70442989,9.025030215,6.52009044,11.96723088
5.018878433,10.83640882,11.86201415,8.191111682,7.074388121
9.261422697,8.21823061,11.26799177,7.927161099,11.47559251
10.19924155,8.34221565,9.722460267,7.037805802,13.14369963
7.817931588,10.68892438,14.6744535,8.552851581,11.16121202
10.84847568,9.890568535,15.51403412,8.725294144,14.20547452
11.73384505,13.52924451,15.87143828,5.183305902,19.98476426
6.283135889,9.090260143,12.17288983,6.023661939,8.175510215
13.20322477,8.035252771,14.626617,9.231641264,11.74418132
